Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Puerto Rico,PRI,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.50708771,,,,
Puerto Rico,PRI,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.96072388,,,,
Puerto Rico,PRI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.93955994,83.56269836,83.92829132,83.73326111,83.23738098,81.45834351,76.03781128,,
Puerto Rico,PRI,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.56876373,86.20642853,86.70352936,85.79107666,86.2939682,84.33789825,78.52374268,,
Puerto Rico,PRI,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.52111816,81.13851929,81.38253021,81.84580231,80.43457031,78.81775665,73.75749207,,
Puerto Rico,PRI,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,0.045661396,0.047201036,0.048843524,0.048608998,0.049348039,0.047036549,0.048148482,0.044813293,0.044970724,0.038710352,0.037291258,0.036637776,0.034245496,0.03450863,0.035332404,0.032638616,0.032065577,0.035597147,0.03701957,0.0401654,0.033110702,0.033439211,0.033153218,0.033429653,0.034498081,0.03441956,0.034336923,0.033916387,0.031773956,0.033416086,0.032773359,0.031261181,0.03193873,0.033186213,0.032586662,0.032138015,0.030956739,0.028680822,0.027109287,0.022364674,0.024350271,0.02496249,0.02600922,0.027619427,0.028994731,0.030471835,0.031937287,,
Puerto Rico,PRI,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,2140377.93,2477299.187,2817245.597,3063825.164,3361391.002,3374684.221,3635114.1,3666489.18,4045881.144,3885357.995,4126128.504,4474095.305,4346952.035,4502858.611,5011194.872,4896510.407,5147903.853,6158484.497,6915810.93,8053725.012,7158242.119,7627134.25,7856132.715,8401853.566,9190603.086,9793172.416,10423642.81,10969477.36,11156058.49,12792078.88,13574266.62,13769487.51,14395200.76,15756615.05,16888531.96,17631519.37,17909810.57,17392828.03,16998363.06,14227935.87,15655909.06,16405523.38,17708559.58,19042186.63,19947649.81,21209006.64,22426937.62,23459799.81,
Puerto Rico,PRI,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,7.722191417,7.734847938,7.866691552,7.965395334,8.091943553,7.937251395,8.150432302,7.887606324,7.621265052,7.391603685,7.653603942,8.121379451,8.301621683,7.918060329,8.497210236,8.175188185,7.894408697,9.034359896,8.934007599,8.811087045,9.531711696,9.605901125,9.855465167,9.952818866,9.631350785,9.815058192,9.630364574,9.958119312,11.60380321,10.9313851,10.33422292,10.91831168,10.62921528,10.64473085,10.74469742,11.5981447,10.78190602,12.83411335,12.99060461,13.5428393,14.43930485,14.22181798,13.90851202,13.66773713,13.85311008,13.91896222,13.98179742,,
Puerto Rico,PRI,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,361977722.7,405955759.2,453742902,502058867.9,551190827,569466038.6,615341337.9,645340286.6,685662352.9,741895261.8,846840661.8,991758494.4,1053766348,1033188102,1205159328,1226458082,1267392055,1562989434,1669006630,1766746308,2060672094,2191005569,2335394489,2501435695,2565879591,2792614317,2923485055,3220725252,4074176532,4184665392,4280290455,4809145074,4790725507,5054054337,5568602434,6362960269,6237798344,7782954217,8145511799,8615669960,9283693293,9346678328,9469707768,9423207694,9530593407,9687876085,9818269820,,
Puerto Rico,PRI,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,7.3400899,7.352027095,7.524188852,6.854598411,7.089637223,6.66593153,8.236168176,7.692739655,8.216714205,8.24332675,8.269939294,8.296551839,8.323164383,8.349776928,8.376389472,8.403002017,8.429614561,8.456227106,8.48283965,8.509452195,8.536064739,8.562677284,8.589289828,8.615902373,8.642514917,8.669127461,8.695740006,8.72235255,8.748965095,8.775577639,8.802190184,8.828802728,8.855415273,8.882027817,8.908640362,8.935252906,8.961865451,8.988477995,9.01509054,9.041703084,9.068315629,9.094928173,9.121540718,9.148153262,8.587418243,8.587418243,8.587418243,8.587418243,
Puerto Rico,PRI,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,344066714.1,385863790.1,433987688.8,432045337.8,482917729.1,478253923.5,621814224.9,629396880.4,739233126.9,827382705.9,915035703.1,1013150021,1056500871,1089520642,1188023319,1260635169,1353315610,1462969570,1584721689,1706264297,1845421994,1953057123,2035355996,2165429315,2302444707,2466570141,2639761533,2821044842,3071822888,3359396427,3645743944,3888787423,3991250784,4217133516,4617038012,4902047758,5184826259,5450856700,5652741236,5752141626,5830437260,5977250460,6210464848,6307185119,5907929065,5977014845,6030239663,,
Puerto Rico,PRI,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Puerto Rico,PRI,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Puerto Rico,PRI,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Puerto Rico,PRI,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Puerto Rico,PRI,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170974559,0.16882801,0.170287293,0.167933081,0.157564639,0.159958736,0.160441912,0.164128651,0.179193984,0.153568681,0.154837997,0.159744411,0.156117456,0.159099084,0.149653629,0.158436307,0.156703424,0.15184213,0.147116197,0.152291477,0.142887959,0.146558104,0.127679917,0.120774869,0.107391312,0.097930241,0.097838944,,
Puerto Rico,PRI,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36963193.43,38507903.12,40352028.03,42206515.52,41976655.37,45512013.15,48705272.6,53083647.12,62916262.07,58787933.89,64131730.74,70361981.85,70364167.09,75539290.71,77560263.63,86921137.17,90659699.66,92081183.54,92246416.23,96884639.51,91869241.77,96319012.08,86931765.11,83268112.5,73882537.99,68161406.43,68704267.24,,
Puerto Rico,PRI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,106.9978,104.8814,102.765,99.6466,96.5282,93.4098,90.2914,87.173,85.6988,84.2246,82.7504,81.2762,79.802,79.6718,79.5416,79.4114,79.2812,79.151,77.2406,75.3302,73.4198,71.5094,69.599,68.9518,68.3046,67.6574,67.0102,66.363,67.727,69.091,70.455,71.819,73.183,73.0264,72.8698,72.7132,72.5566,72.4,71.0032,69.6064,68.2096,66.8128,65.416,62.4532,59.4904,56.5276,53.5648,50.602,49.2368,47.8716,46.5064,45.1412,43.776,42.365,40.954,39.543,38.132,36.721,
Puerto Rico,PRI,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.86750984,15.94285011,14.96525955,14.93599033,18.82773972,26.09987068,,
Puerto Rico,PRI,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.66310024,12.81534958,12.44157982,11.88241959,15.28528023,22.78685951,,
Puerto Rico,PRI,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.98707962,18.82139969,17.27658081,17.72562027,22.05450058,29.10355949,,
Puerto Rico,PRI,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Age dependency ratio (% of working-age population),SP.POP.DPND,91.76281916,88.34437107,85.44065884,83.16483394,81.33942042,79.62807156,79.48831033,78.64587835,77.47933402,76.3795971,75.52900878,73.37763093,71.28758621,69.42460778,67.79914334,66.35083703,65.98162336,65.84012143,65.70320401,65.47532616,65.17114482,64.71854028,64.21536747,63.58755126,62.83264005,61.97652611,61.18704019,60.4147849,59.68388658,59.0327701,58.47794012,57.80429328,57.20677662,56.67108232,56.15176161,55.61918267,55.31141259,54.89237468,54.39518395,53.92620935,53.56017676,53.33485914,53.15823436,52.98854054,52.75927492,52.45802814,52.21988516,51.91805329,51.5159182,51.04778927,50.58495682,50.44765437,50.27976226,50.07215254,49.84389817,49.63676142,49.51876526,49.48776291,49.49559933
Puerto Rico,PRI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.01379261,9.993689733,9.986748411,10.00669902,10.05612573,10.12551113,10.29642636,10.49819036,10.75250895,11.06417848,11.42572436,11.26519304,11.07176036,10.86364155,10.65744427,10.46204877,10.86610137,11.33565393,11.86712698,12.44378539,13.04996298,13.23213487,13.41033737,13.60694282,13.82557544,14.0546413,14.26890461,14.49771019,14.77311956,15.09165711,15.4242857,15.59015743,15.74862708,15.90610387,16.079506,16.28568567,16.44622913,16.62844585,16.84185553,17.09200703,17.37992977,17.63427131,17.87449095,18.09798301,18.30878476,18.51928246,18.76531614,18.97548546,19.15239918,19.32521345,19.53561149,19.95754931,20.41073698,20.86826971,21.2997507,21.70478711,22.20382161,22.67483656,23.12406043
Puerto Rico,PRI,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,81.74902655,78.35068134,75.45391043,73.15813492,71.2832947,69.50256043,69.19188397,68.14768799,66.72682507,65.31541862,64.10328442,62.11243789,60.21582585,58.56096622,57.14169907,55.88878826,55.11552199,54.5044675,53.83607703,53.03154077,52.12118183,51.48640541,50.8050301,49.98060845,49.00706461,47.92188482,46.91813558,45.91707471,44.91076702,43.94111299,43.05365442,42.21413585,41.45814953,40.76497845,40.07225562,39.33349699,38.86518346,38.26392883,37.55332841,36.83420232,36.180247,35.70058784,35.28374341,34.89055753,34.45049017,33.93874569,33.45456902,32.94256783,32.36351902,31.72257582,31.04934533,30.49010506,29.86902528,29.20388283,28.54414746,27.9319743,27.31494365,26.81292635,26.3715389
Puerto Rico,PRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.657657658,7.87037037,,,,8.349206208,,,,,10.67073154,,,,,,
Puerto Rico,PRI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,69.4475761,67.75648253,68.20744081,65.95264938,68.6583991,65.50169109,64.03607666,63.81059752,63.35963923,62.23224352,59.75197294,58.06087937,55.46786922,55.69334837,55.58060879,55.58060879,55.35512965,55.80608794,54.79143179,53.55129651,52.64937993,52.64937993,52.53664036,52.31116122,51.9729425,52.19842165,52.08568207,52.08568207,50.73280722,49.04171364,47.35062007,46.22322435,35.06200676,34.83652762,34.83652762,34.83652762,32.80721533,30.72153326,29.30101397,27.86922175,26.45997711,25.02818489,24.35174746,23.67531003,22.66065389,21.97294181,21.30777903,21.48816303,21.66854532,21.83765467,22.01803868,22.18714803,22.28861296,22.28861296,22.28861296,22.28861296,,
Puerto Rico,PRI,Agricultural land (sq. km),AG.LND.AGRI.K2,,6160,6010,6050,5850,6090,5810,5680,5660,5620,5520,5300,5150,4920,4940,4930,4930,4910,4950,4860,4750,4670,4670,4660,4640,4610,4630,4620,4620,4500,4350,4200,4100,3110,3090,3090,3090,2910,2725,2598.999939,2471.999969,2346.999969,2220,2160,2100,2010,1948.999939,1890,1906.000061,1921.999969,1936.999969,1953.000031,1968.000031,1976.999969,1976.999969,1976.999969,1976.999969,,
Puerto Rico,PRI,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,2650,2780,2980,3225,3430,3770,3950,3835,4000,4117,4287,4350,4300,4250,4200,4150,4100,3980,3839,3666,3556,3427,3112,3100,3080,3050,3000,3027,3000,2850,2780,2552,2612,2672,2732,2792,2852,2971,2981,2992,3002,3023,3069,3115,3161,3207,3255,,,,,,,,,,,
Puerto Rico,PRI,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,,118.3035714,130.5164319,140.5660377,168.8481675,159.5348837,201.6042781,232.3529412,233.8414634,240.9638554,270.8552632,329.7692308,378.2608696,452.6315789,447.3684211,446.8085106,441.4893617,427.0833333,406.122449,395.7731959,495.4054054,522.9411765,511.4925373,486.25,469.6969697,488.8888889,476.5625,476.1904762,393.1168831,428.5714286,438.4615385,505.4545455,490.7692308,816.25,809.6969697,827.8787879,846.0606061,770.8108108,576.8932039,545.9707112,501.1725229,462.5577703,444.5588235,455.341236,466.317344,477.4924691,489.6183206,501.5408203,,,,,,,,,,,
Puerto Rico,PRI,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,,,,,,,,,56.68506698,56.02150523,55.44713866,55.05620962,53.5669212,52.96548077,53.35492918,53.37821621,52.45302864,50.12586553,47.37950528,47.48062372,48.55155549,49.72533539,49.75453629,49.32770045,49.19888038,45.79170092,46.58340268,47.06592071,46.81403841,45.96677035,38.38252527,37.41197896,36.45433552,32.83736235,31.61905102,31.40222074,30.4944418,29.2888536,29.11051982,28.75048227,28.16612786,27.98609675,26.04123297,25.0719697,23.80091996,22.69458725,21.46077877,,,,,,,,,,
Puerto Rico,PRI,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,,,,,,,,,,0,724.1347252,725.3048261,730.2166373,738.1220855,714.925557,716.2733826,744.018481,763.7355176,754.9144788,711.2910444,655.8792296,676.3377446,728.8656613,780.0562539,800.7345808,809.9509759,827.3136128,743.4236853,790.8091605,831.918388,853.7008044,861.4264697,656.6943013,662.1583568,667.5226286,598.2704721,593.9986544,612.6761679,609.0898816,597.1206451,611.530512,615.7347036,613.661061,621.3892991,574.3029355,556.8359111,529.9917455,509.2801546,485.50076,,,,,,,,,,
Puerto Rico,PRI,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,95.4940181,95.78642326,95.83814233,96.14823774,95.92031287,95.94418419,96.14767188,96.2562268,96.15664993,95.66326004,95.53819699,95.9318462,95.65861864,96.37997072,96.36868075,96.26622444,96.14444695,95.65488762,95.8023025,96.16585509,96.34907164,96.01553245,95.43531755,95.20731405,95.45231559,95.07211886,94.8308443,95.45859916,95.95475509,96.07611632,96.08451432,96.18704057,96.28356403,96.27306512,96.12322717,96.25729142,96.15858387,96.15113194,96.04873675,,,,,,,,,,
Puerto Rico,PRI,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,,,,,,,,,,0,280.991874,281.065096,284.907112,290.049485,282.534682,288.688864,300.859526,311.965276,300.464338,278.539433,256.969633,265.152083,281.200132,300.011862,309.8053603,301.42447,304.0296046,278.7893457,299.24424,310.2682647,317.8694616,319.9836678,252.0960083,257.4429193,261.3819343,236.6857192,232.0825788,239.2020574,232.3142728,230.8696297,232.1181928,230.006674,230.1939072,221.7544058,205.5864262,206.7892408,200.1625543,197.8888754,193.4295254,,,,,,,,,,
Puerto Rico,PRI,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.693244282,,,8.994686322,7.453802762,6.153045289,5.393471061,4.812183316,4.27987924,3.490483556,3.171986414,3.125664093,2.964180189,2.600536959,3.720331043,3.303123818,3.183328502,2.67785973,2.94312584,2.723137255,2.634368008,2.298238247,2.314455805,2.265492053,1.798294595,1.759063935,1.693829427,1.711493478,1.516724905,1.524437879,1.418445788,1.391580415,1.212806194,1.113956233,0.930194356,0.746588339,0.828612883,0.967065023,0.807411845,0.580729932,0.660110402,0.587789921,0.533623741,0.563162692,0.626600481,0.594971397,0.590822137,0.480571207,0.55394391,0.588365897,0.835524637,0.792213784,0.803821797,0.826451928,0.846398779,0.826985117,0.805660904,0.812756235,0.783242313
Puerto Rico,PRI,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822000000,,,,,,,,
Puerto Rico,PRI,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,164000000,,,209900000,191600000,177300000,171000000,170000000,168700000,155700000,159700000,176500000,187600000,182100000,285900000,270800000,285500000,265400000,328600000,347200000,380300000,366700000,388000000,391400000,344600000,356900000,372800000,411200000,400200000,429300000,434100000,449300000,420000000,411300000,369200000,318400000,375700000,466000000,436700000,335900000,407300000,406800000,382200000,421400000,503300000,499267400,515646900,430227200,518709200,567100000,822000000,795000000,816400000,846700000,867100000,854900000,840600000,847300000,792100000
